************************************************
***** POSSIBLE INFEASBILE EQUATIONS ************
************************************************
************************************************
****** ACTIVE OBJECTIVE EQUATIONS **************
************************************************
Number           ID  Node    Horizon  Unscaled Res  Scaled Res   Scaling     Name
     18373          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(794).m(1).du: 0= du  - (u_2 - u_1)
     18374          0    0          0  -4.2370E-32  -4.2370E-32   1.0000E+00  p(794).m(1).dudt: 0= dudt * dt - du
     18375          0    0          0   1.0000E+05   1.0000E+05   1.0000E+00  p(794).m(1).du_pos: 0 < du_{pos} - du
     18376          0    0          0   1.0000E+05   1.0000E+05   1.0000E+00  p(794).m(1).du_neg: 0 < du_{neg} + du
     18377          0    0          0   5.5511E-17   5.5511E-17   1.0000E+00  p(795).m(1).du: 0= du  - (u_2 - u_1)
     18378          0    0          0  -5.2385E-32  -5.2385E-32   1.0000E+00  p(795).m(1).dudt: 0= dudt * dt - du
     18379          0    0          0   1.0000E+05   1.0000E+05   1.0000E+00  p(795).m(1).du_pos: 0 < du_{pos} - du
     18380          0    0          0   1.0000E+05   1.0000E+05   1.0000E+00  p(795).m(1).du_neg: 0 < du_{neg} + du
     18381          0    0          0  -5.5511E-17  -5.5511E-17   1.0000E+00  p(796).m(1).du: 0= du  - (u_2 - u_1)
     18382          0    0          0   1.2326E-32   1.2326E-32   1.0000E+00  p(796).m(1).dudt: 0= dudt * dt - du
     18383          0    0          0   1.0000E+05   1.0000E+05   1.0000E+00  p(796).m(1).du_pos: 0 < du_{pos} - du
     18384          0    0          0   1.0000E+05   1.0000E+05   1.0000E+00  p(796).m(1).du_neg: 0 < du_{neg} + du
     18385          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(797).m(1).du: 0= du  - (u_2 - u_1)
     18386          0    0          0  -3.1123E-31  -3.1123E-31   1.0000E+00  p(797).m(1).dudt: 0= dudt * dt - du
     18387          0    0          0   1.0000E+05   1.0000E+05   1.0000E+00  p(797).m(1).du_pos: 0 < du_{pos} - du
     18388          0    0          0   1.0000E+05   1.0000E+05   1.0000E+00  p(797).m(1).du_neg: 0 < du_{neg} + du
     18389          0    0          0   0.0000E+00   0.0000E+00   1.0000E+00  p(798).m(1).du: 0= du  - (u_2 - u_1)
     18390          0    0          0  -4.7301E-31  -4.7301E-31   1.0000E+00  p(798).m(1).dudt: 0= dudt * dt - du
     18391          0    0          0   1.0000E+05   1.0000E+05   1.0000E+00  p(798).m(1).du_pos: 0 < du_{pos} - du
     18392          0    0          0   1.0000E+05   1.0000E+05   1.0000E+00  p(798).m(1).du_neg: 0 < du_{neg} + du
     18393          0    0          0   5.5511E-17   5.5511E-17   1.0000E+00  p(799).m(1).du: 0= du  - (u_2 - u_1)
     18394          0    0          0   2.7117E-31   2.7117E-31   1.0000E+00  p(799).m(1).dudt: 0= dudt * dt - du
     18395          0    0          0   1.0000E+05   1.0000E+05   1.0000E+00  p(799).m(1).du_pos: 0 < du_{pos} - du
     18396          0    0          0   1.0000E+05   1.0000E+05   1.0000E+00  p(799).m(1).du_neg: 0 < du_{neg} + du
     18397          0    0          0  -5.5511E-17  -5.5511E-17   1.0000E+00  p(800).m(1).du: 0= du  - (u_2 - u_1)
     18398          0    0          0   4.0676E-31   4.0676E-31   1.0000E+00  p(800).m(1).dudt: 0= dudt * dt - du
     18399          0    0          0   1.0000E+05   1.0000E+05   1.0000E+00  p(800).m(1).du_pos: 0 < du_{pos} - du
     18400          0    0          0   1.0000E+05   1.0000E+05   1.0000E+00  p(800).m(1).du_neg: 0 < du_{neg} + du
************************************************
************ INACTIVE EQUATIONS ****************
************************************************
Number     Unscaled Res    Scaled Res   Scaling      Name
         1          1    1          1   0.0000E+00   0.0000E+00   1.0000E+00  p(1).n(1).Eqn(1): 0 = -(p*int_growth_rate)
         2          2    1          1   0.0000E+00   0.0000E+00   1.0000E+00  p(1).n(1).Eqn(2): 0 = r_g-(0)-slk_2
         3          3    1          1   0.0000E+00   0.0000E+00   1.0000E+00  p(1).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
         4          4    1          1   0.0000E+00   0.0000E+00   1.0000E+00  p(1).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
         5          5    1          1   0.0000E+00   0.0000E+00   1.0000E+00  p(1).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
         6          6    1          1   0.0000E+00   0.0000E+00   1.0000E+00  p(1).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
         7          7    1          1   0.0000E+00   0.0000E+00   1.0000E+00  p(1).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
         8          8    1          1   0.0000E+00   0.0000E+00   1.0000E+00  p(1).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
         9          9    1          1   0.0000E+00   0.0000E+00   1.0000E+00  p(1).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
        10         10    1          1   0.0000E+00   0.0000E+00   1.0000E+00  p(1).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
        11         11    1          1   0.0000E+00   0.0000E+00   1.0000E+00  p(1).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
        12          1    1          2   0.0000E+00   0.0000E+00   1.0000E+00  p(2).n(1).Eqn(1): 0 = -(p*int_growth_rate)
        13          2    1          2   0.0000E+00   0.0000E+00   1.0000E+00  p(2).n(1).Eqn(2): 0 = r_g-(0)-slk_2
        14          3    1          2   0.0000E+00   0.0000E+00   1.0000E+00  p(2).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
        15          4    1          2   0.0000E+00   0.0000E+00   1.0000E+00  p(2).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
        16          5    1          2   0.0000E+00   0.0000E+00   1.0000E+00  p(2).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
        17          6    1          2   0.0000E+00   0.0000E+00   1.0000E+00  p(2).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
        18          7    1          2   0.0000E+00   0.0000E+00   1.0000E+00  p(2).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
        19          8    1          2   0.0000E+00   0.0000E+00   1.0000E+00  p(2).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
        20          9    1          2   0.0000E+00   0.0000E+00   1.0000E+00  p(2).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
        21         10    1          2   0.0000E+00   0.0000E+00   1.0000E+00  p(2).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
        22         11    1          2   0.0000E+00   0.0000E+00   1.0000E+00  p(2).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
        23          1    1          3   0.0000E+00   0.0000E+00   1.0000E+00  p(3).n(1).Eqn(1): 0 = -(p*int_growth_rate)
        24          2    1          3   0.0000E+00   0.0000E+00   1.0000E+00  p(3).n(1).Eqn(2): 0 = r_g-(0)-slk_2
        25          3    1          3   0.0000E+00   0.0000E+00   1.0000E+00  p(3).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
        26          4    1          3   0.0000E+00   0.0000E+00   1.0000E+00  p(3).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
        27          5    1          3   0.0000E+00   0.0000E+00   1.0000E+00  p(3).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
        28          6    1          3   0.0000E+00   0.0000E+00   1.0000E+00  p(3).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
        29          7    1          3   0.0000E+00   0.0000E+00   1.0000E+00  p(3).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
        30          8    1          3   0.0000E+00   0.0000E+00   1.0000E+00  p(3).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
        31          9    1          3   0.0000E+00   0.0000E+00   1.0000E+00  p(3).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
        32         10    1          3   0.0000E+00   0.0000E+00   1.0000E+00  p(3).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
        33         11    1          3   0.0000E+00   0.0000E+00   1.0000E+00  p(3).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
        34          1    1          4   0.0000E+00   0.0000E+00   1.0000E+00  p(4).n(1).Eqn(1): 0 = -(p*int_growth_rate)
        35          2    1          4   0.0000E+00   0.0000E+00   1.0000E+00  p(4).n(1).Eqn(2): 0 = r_g-(0)-slk_2
        36          3    1          4   0.0000E+00   0.0000E+00   1.0000E+00  p(4).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
        37          4    1          4   0.0000E+00   0.0000E+00   1.0000E+00  p(4).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
        38          5    1          4   0.0000E+00   0.0000E+00   1.0000E+00  p(4).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
        39          6    1          4   0.0000E+00   0.0000E+00   1.0000E+00  p(4).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
        40          7    1          4   0.0000E+00   0.0000E+00   1.0000E+00  p(4).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
        41          8    1          4   0.0000E+00   0.0000E+00   1.0000E+00  p(4).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
        42          9    1          4   0.0000E+00   0.0000E+00   1.0000E+00  p(4).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
        43         10    1          4   0.0000E+00   0.0000E+00   1.0000E+00  p(4).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
        44         11    1          4   0.0000E+00   0.0000E+00   1.0000E+00  p(4).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
        45          1    1          5   0.0000E+00   0.0000E+00   1.0000E+00  p(5).n(1).Eqn(1): 0 = -(p*int_growth_rate)
        46          2    1          5   0.0000E+00   0.0000E+00   1.0000E+00  p(5).n(1).Eqn(2): 0 = r_g-(0)-slk_2
        47          3    1          5   0.0000E+00   0.0000E+00   1.0000E+00  p(5).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
        48          4    1          5   0.0000E+00   0.0000E+00   1.0000E+00  p(5).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
        49          5    1          5   0.0000E+00   0.0000E+00   1.0000E+00  p(5).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
        50          6    1          5   0.0000E+00   0.0000E+00   1.0000E+00  p(5).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
        51          7    1          5   0.0000E+00   0.0000E+00   1.0000E+00  p(5).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
        52          8    1          5   0.0000E+00   0.0000E+00   1.0000E+00  p(5).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
        53          9    1          5   0.0000E+00   0.0000E+00   1.0000E+00  p(5).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
        54         10    1          5   0.0000E+00   0.0000E+00   1.0000E+00  p(5).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
        55         11    1          5   0.0000E+00   0.0000E+00   1.0000E+00  p(5).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
        56          1    1          6   0.0000E+00   0.0000E+00   1.0000E+00  p(6).n(1).Eqn(1): 0 = -(p*int_growth_rate)
        57          2    1          6   0.0000E+00   0.0000E+00   1.0000E+00  p(6).n(1).Eqn(2): 0 = r_g-(0)-slk_2
        58          3    1          6   0.0000E+00   0.0000E+00   1.0000E+00  p(6).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
        59          4    1          6   0.0000E+00   0.0000E+00   1.0000E+00  p(6).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
        60          5    1          6   0.0000E+00   0.0000E+00   1.0000E+00  p(6).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
        61          6    1          6   0.0000E+00   0.0000E+00   1.0000E+00  p(6).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
        62          7    1          6   0.0000E+00   0.0000E+00   1.0000E+00  p(6).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
        63          8    1          6   0.0000E+00   0.0000E+00   1.0000E+00  p(6).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
        64          9    1          6   0.0000E+00   0.0000E+00   1.0000E+00  p(6).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
        65         10    1          6   0.0000E+00   0.0000E+00   1.0000E+00  p(6).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
        66         11    1          6   0.0000E+00   0.0000E+00   1.0000E+00  p(6).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
        67          1    1          7   0.0000E+00   0.0000E+00   1.0000E+00  p(7).n(1).Eqn(1): 0 = -(p*int_growth_rate)
        68          2    1          7   0.0000E+00   0.0000E+00   1.0000E+00  p(7).n(1).Eqn(2): 0 = r_g-(0)-slk_2
        69          3    1          7   0.0000E+00   0.0000E+00   1.0000E+00  p(7).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
        70          4    1          7   0.0000E+00   0.0000E+00   1.0000E+00  p(7).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
        71          5    1          7   0.0000E+00   0.0000E+00   1.0000E+00  p(7).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
        72          6    1          7   0.0000E+00   0.0000E+00   1.0000E+00  p(7).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
        73          7    1          7   0.0000E+00   0.0000E+00   1.0000E+00  p(7).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
        74          8    1          7   0.0000E+00   0.0000E+00   1.0000E+00  p(7).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
        75          9    1          7   0.0000E+00   0.0000E+00   1.0000E+00  p(7).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
        76         10    1          7   0.0000E+00   0.0000E+00   1.0000E+00  p(7).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
        77         11    1          7   0.0000E+00   0.0000E+00   1.0000E+00  p(7).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
        78          1    1          8   0.0000E+00   0.0000E+00   1.0000E+00  p(8).n(1).Eqn(1): 0 = -(p*int_growth_rate)
        79          2    1          8   0.0000E+00   0.0000E+00   1.0000E+00  p(8).n(1).Eqn(2): 0 = r_g-(0)-slk_2
        80          3    1          8   0.0000E+00   0.0000E+00   1.0000E+00  p(8).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
        81          4    1          8   0.0000E+00   0.0000E+00   1.0000E+00  p(8).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
        82          5    1          8   0.0000E+00   0.0000E+00   1.0000E+00  p(8).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
        83          6    1          8   0.0000E+00   0.0000E+00   1.0000E+00  p(8).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
        84          7    1          8   0.0000E+00   0.0000E+00   1.0000E+00  p(8).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
        85          8    1          8   0.0000E+00   0.0000E+00   1.0000E+00  p(8).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
        86          9    1          8   0.0000E+00   0.0000E+00   1.0000E+00  p(8).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
        87         10    1          8   0.0000E+00   0.0000E+00   1.0000E+00  p(8).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
        88         11    1          8   0.0000E+00   0.0000E+00   1.0000E+00  p(8).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
        89          1    1          9   0.0000E+00   0.0000E+00   1.0000E+00  p(9).n(1).Eqn(1): 0 = -(p*int_growth_rate)
        90          2    1          9   0.0000E+00   0.0000E+00   1.0000E+00  p(9).n(1).Eqn(2): 0 = r_g-(0)-slk_2
        91          3    1          9   0.0000E+00   0.0000E+00   1.0000E+00  p(9).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
        92          4    1          9   0.0000E+00   0.0000E+00   1.0000E+00  p(9).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
        93          5    1          9   0.0000E+00   0.0000E+00   1.0000E+00  p(9).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
        94          6    1          9   0.0000E+00   0.0000E+00   1.0000E+00  p(9).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
        95          7    1          9   0.0000E+00   0.0000E+00   1.0000E+00  p(9).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
        96          8    1          9   0.0000E+00   0.0000E+00   1.0000E+00  p(9).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
        97          9    1          9   0.0000E+00   0.0000E+00   1.0000E+00  p(9).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
        98         10    1          9   0.0000E+00   0.0000E+00   1.0000E+00  p(9).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
        99         11    1          9   0.0000E+00   0.0000E+00   1.0000E+00  p(9).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
       100          1    1         10   0.0000E+00   0.0000E+00   1.0000E+00  p(10).n(1).Eqn(1): 0 = -(p*int_growth_rate)
       101          2    1         10   0.0000E+00   0.0000E+00   1.0000E+00  p(10).n(1).Eqn(2): 0 = r_g-(0)-slk_2
       102          3    1         10   0.0000E+00   0.0000E+00   1.0000E+00  p(10).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       103          4    1         10   0.0000E+00   0.0000E+00   1.0000E+00  p(10).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       104          5    1         10   0.0000E+00   0.0000E+00   1.0000E+00  p(10).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       105          6    1         10   0.0000E+00   0.0000E+00   1.0000E+00  p(10).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       106          7    1         10   0.0000E+00   0.0000E+00   1.0000E+00  p(10).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       107          8    1         10   0.0000E+00   0.0000E+00   1.0000E+00  p(10).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       108          9    1         10   0.0000E+00   0.0000E+00   1.0000E+00  p(10).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       109         10    1         10   0.0000E+00   0.0000E+00   1.0000E+00  p(10).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       110         11    1         10   0.0000E+00   0.0000E+00   1.0000E+00  p(10).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
       111          1    1         11   0.0000E+00   0.0000E+00   1.0000E+00  p(11).n(1).Eqn(1): 0 = -(p*int_growth_rate)
       112          2    1         11   0.0000E+00   0.0000E+00   1.0000E+00  p(11).n(1).Eqn(2): 0 = r_g-(0)-slk_2
       113          3    1         11   0.0000E+00   0.0000E+00   1.0000E+00  p(11).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       114          4    1         11   0.0000E+00   0.0000E+00   1.0000E+00  p(11).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       115          5    1         11   0.0000E+00   0.0000E+00   1.0000E+00  p(11).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       116          6    1         11   0.0000E+00   0.0000E+00   1.0000E+00  p(11).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       117          7    1         11   0.0000E+00   0.0000E+00   1.0000E+00  p(11).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       118          8    1         11   0.0000E+00   0.0000E+00   1.0000E+00  p(11).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       119          9    1         11   0.0000E+00   0.0000E+00   1.0000E+00  p(11).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       120         10    1         11   0.0000E+00   0.0000E+00   1.0000E+00  p(11).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       121         11    1         11   0.0000E+00   0.0000E+00   1.0000E+00  p(11).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
       122          1    1         12   0.0000E+00   0.0000E+00   1.0000E+00  p(12).n(1).Eqn(1): 0 = -(p*int_growth_rate)
       123          2    1         12   0.0000E+00   0.0000E+00   1.0000E+00  p(12).n(1).Eqn(2): 0 = r_g-(0)-slk_2
       124          3    1         12   0.0000E+00   0.0000E+00   1.0000E+00  p(12).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       125          4    1         12   0.0000E+00   0.0000E+00   1.0000E+00  p(12).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       126          5    1         12   0.0000E+00   0.0000E+00   1.0000E+00  p(12).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       127          6    1         12   0.0000E+00   0.0000E+00   1.0000E+00  p(12).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       128          7    1         12   0.0000E+00   0.0000E+00   1.0000E+00  p(12).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       129          8    1         12   0.0000E+00   0.0000E+00   1.0000E+00  p(12).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       130          9    1         12   0.0000E+00   0.0000E+00   1.0000E+00  p(12).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       131         10    1         12   0.0000E+00   0.0000E+00   1.0000E+00  p(12).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       132         11    1         12   0.0000E+00   0.0000E+00   1.0000E+00  p(12).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
       133          1    1         13   0.0000E+00   0.0000E+00   1.0000E+00  p(13).n(1).Eqn(1): 0 = -(p*int_growth_rate)
       134          2    1         13   0.0000E+00   0.0000E+00   1.0000E+00  p(13).n(1).Eqn(2): 0 = r_g-(0)-slk_2
       135          3    1         13   0.0000E+00   0.0000E+00   1.0000E+00  p(13).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       136          4    1         13   0.0000E+00   0.0000E+00   1.0000E+00  p(13).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       137          5    1         13   0.0000E+00   0.0000E+00   1.0000E+00  p(13).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       138          6    1         13   0.0000E+00   0.0000E+00   1.0000E+00  p(13).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       139          7    1         13   0.0000E+00   0.0000E+00   1.0000E+00  p(13).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       140          8    1         13   0.0000E+00   0.0000E+00   1.0000E+00  p(13).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       141          9    1         13   0.0000E+00   0.0000E+00   1.0000E+00  p(13).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       142         10    1         13   0.0000E+00   0.0000E+00   1.0000E+00  p(13).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       143         11    1         13   0.0000E+00   0.0000E+00   1.0000E+00  p(13).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
       144          1    1         14   0.0000E+00   0.0000E+00   1.0000E+00  p(14).n(1).Eqn(1): 0 = -(p*int_growth_rate)
       145          2    1         14   0.0000E+00   0.0000E+00   1.0000E+00  p(14).n(1).Eqn(2): 0 = r_g-(0)-slk_2
       146          3    1         14   0.0000E+00   0.0000E+00   1.0000E+00  p(14).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       147          4    1         14   0.0000E+00   0.0000E+00   1.0000E+00  p(14).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       148          5    1         14   0.0000E+00   0.0000E+00   1.0000E+00  p(14).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       149          6    1         14   0.0000E+00   0.0000E+00   1.0000E+00  p(14).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       150          7    1         14   0.0000E+00   0.0000E+00   1.0000E+00  p(14).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       151          8    1         14   0.0000E+00   0.0000E+00   1.0000E+00  p(14).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       152          9    1         14   0.0000E+00   0.0000E+00   1.0000E+00  p(14).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       153         10    1         14   0.0000E+00   0.0000E+00   1.0000E+00  p(14).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       154         11    1         14   0.0000E+00   0.0000E+00   1.0000E+00  p(14).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
       155          1    1         15   0.0000E+00   0.0000E+00   1.0000E+00  p(15).n(1).Eqn(1): 0 = -(p*int_growth_rate)
       156          2    1         15   0.0000E+00   0.0000E+00   1.0000E+00  p(15).n(1).Eqn(2): 0 = r_g-(0)-slk_2
